success,status_code,elapsed_ms,error
True,200,8.55,
True,200,8.22,
True,200,8.18,
True,200,8.45,
True,200,9.96,
True,200,9.74,
True,200,9.64,
True,200,9.47,
True,200,9.44,
True,200,9.48,
True,200,6.85,
True,200,7.61,
True,200,54.45,
True,200,54.18,
True,200,51.84,
True,200,8.65,
True,200,5.49,
True,200,5.14,
True,200,6.28,
True,200,4.98,
True,200,6.45,
True,200,46.67,
True,200,6.02,
True,200,47.28,
True,200,46.68,
True,200,47.42,
True,200,54.69,
True,200,46.35,
True,200,46.15,
True,200,53.13,
True,200,9.99,
True,200,10.30,
True,200,10.27,
True,200,11.83,
True,200,10.56,
True,200,10.52,
True,200,9.38,
True,200,14.34,
True,200,8.21,
True,200,9.63,
True,200,9.80,
True,200,8.20,
True,200,8.21,
True,200,9.79,
True,200,9.53,
True,200,8.08,
True,200,9.55,
True,200,11.16,
True,200,11.22,
True,200,10.52,
True,200,8.92,
True,200,7.36,
True,200,6.05,
True,200,8.42,
True,200,14.11,
True,200,14.66,
True,200,7.42,
True,200,6.43,
True,200,12.22,
True,200,9.11,
True,200,8.30,
True,200,8.91,
True,200,8.30,
True,200,6.98,
True,200,6.69,
True,200,7.03,
True,200,6.66,
True,200,9.85,
True,200,14.58,
True,200,7.97,
True,200,13.07,
True,200,13.56,
True,200,13.43,
True,200,6.23,
True,200,6.21,
True,200,7.97,
True,200,8.03,
True,200,7.64,
True,200,7.64,
True,200,7.72,
True,200,7.77,
True,200,8.42,
True,200,13.84,
True,200,7.58,
True,200,14.00,
True,200,7.29,
True,200,13.68,
True,200,5.14,
True,200,5.20,
True,200,6.73,
True,200,11.99,
True,200,6.72,
True,200,6.81,
True,200,7.02,
True,200,6.98,
True,200,14.07,
True,200,6.61,
True,200,5.62,
True,200,15.68,
True,200,1.82,
True,200,15.66,
True,200,1.86,
True,200,1.66,
True,200,14.59,
True,200,8.58,
True,200,8.85,
True,200,8.87,
True,200,7.51,
True,200,7.25,
True,200,7.35,
True,200,7.57,
True,200,7.03,
True,200,7.00,
True,200,7.78,
True,200,8.06,
True,200,6.34,
True,200,7.99,
True,200,6.78,
True,200,7.79,
True,200,7.89,
True,200,4.84,
True,200,6.15,
True,200,6.20,
True,200,15.14,
True,200,12.64,
True,200,17.24,
True,200,13.76,
True,200,21.12,
True,200,13.71,
True,200,13.85,
True,200,13.85,
True,200,22.05,
True,200,17.58,
True,200,14.72,
True,200,6.90,
True,200,8.38,
True,200,8.09,
True,200,7.74,
True,200,6.28,
True,200,8.46,
True,200,9.38,
True,200,15.64,
True,200,8.94,
True,200,13.17,
True,200,8.35,
True,200,12.87,
True,200,7.34,
True,200,8.53,
True,200,6.80,
True,200,7.42,
True,200,7.75,
True,200,7.72,
True,200,8.36,
True,200,8.51,
True,200,8.07,
True,200,15.57,
True,200,15.20,
True,200,7.02,
True,200,7.25,
True,200,6.85,
True,200,5.73,
True,200,5.58,
True,200,5.80,
True,200,12.57,
True,200,12.54,
True,200,7.91,
True,200,8.85,
True,200,6.72,
True,200,7.47,
True,200,6.35,
